source,biological_context,cid,canonical_smiles,isomeric_smiles,molecular_formula,molecular_weight,cytotoxic_label,potency_value,potency_metric,potency_unit,n_assays_active,n_assays_tested,assay_description
ToxCast,off-target-safety,73357,CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)N1)CCCN)C(C)C)CC4=CC=CC=C4)CC(C)C)CCCN)C(C)C)CC5=CC=CC=C5,CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC4=CC=CC=C4)CC(C)C)CCCN)C(C)C)CC5=CC=CC=C5,C60H92N12O10,1141.4,1.0,4.56526074591112,burst_median_AC50,uM,14.0,14.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73539,CN1C(C(N(C1=O)C)O)O,CN1C(C(N(C1=O)C)O)O,C5H10N2O3,146.14,0.0,1000.0,burst_median_AC50,uM,0.0,74.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73665,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,C15H16Cl3N3O2,376.7,1.0,40.0,burst_median_AC50,uM,48.0,87.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73668,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O,C15H15F3N2O2,312.29,1.0,33.5020981262931,burst_median_AC50,uM,4.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73670,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,C14H8Cl2N4,303.1,1.0,1000.0,burst_median_AC50,uM,4.0,88.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73671,CC(C)(C)C(C(CC1=CC=C(C=C1)Cl)N2C=NC=N2)O,CC(C)(C)[C@@H]([C@H](CC1=CC=C(C=C1)Cl)N2C=NC=N2)O,C15H20ClN3O,293.79,1.0,24.394562005566,burst_median_AC50,uM,12.0,88.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73672,CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC,CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC,C18H24N2O4,332.4,1.0,30.8644190987449,burst_median_AC50,uM,14.0,87.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73674,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(SC=C2)C(=O)OC,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(SC=C2)C(=O)OC,C12H13N5O6S2,387.4,0.0,1000.0,burst_median_AC50,uM,0.0,83.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73764,CCCCCCCCCCCCN1CCOCC1,CCCCCCCCCCCCN1CCOCC1,C16H33NO,255.44,1.0,1000.0,burst_median_AC50,uM,1.0,72.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73773,CN(C)C1=CC=C(C=C1)C2(C3=C(C=C(C=C3)N(C)C)C(=O)O2)C4=CC=C(C=C4)N(C)C,CN(C)C1=CC=C(C=C1)C2(C3=C(C=C(C=C3)N(C)C)C(=O)O2)C4=CC=C(C=C4)N(C)C,C26H29N3O2,415.5,1.0,25.0810267724036,burst_median_AC50,uM,5.0,66.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73791,CCCCOCCOCCOCCOCCO,CCCCOCCOCCOCCOCCO,C12H26O5,250.33,1.0,1000.0,burst_median_AC50,uM,3.0,73.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73812,CCCCN1C(=O)C2=CC=CC=C2C1=O,CCCCN1C(=O)C2=CC=CC=C2C1=O,C12H13NO2,203.24,1.0,65.5473258495998,burst_median_AC50,uM,4.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73828,COC(=O)C1=C(N=C(C(=N1)Cl)Cl)N,COC(=O)C1=C(N=C(C(=N1)Cl)Cl)N,C6H5Cl2N3O2,222.03,1.0,16.1484118925883,burst_median_AC50,uM,38.0,51.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73848,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2CO,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2CO,C15H12O,208.25,1.0,65.4337384721283,burst_median_AC50,uM,8.0,66.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73851,CC1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2,CC1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2,C14H12O2,212.24,1.0,1000.0,burst_median_AC50,uM,1.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73852,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,C13H10O4,230.22,1.0,36.63152728479,burst_median_AC50,uM,14.0,81.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73864,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,C15H10F6O2,336.23,1.0,47.7890339084226,burst_median_AC50,uM,69.0,86.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73917,COC(=O)CCCC(=O)O,COC(=O)CCCC(=O)O,C6H10O4,146.14,0.0,1000.0,burst_median_AC50,uM,0.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,73957,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl,C17H28ClNO3,329.9,1.0,12.6370489114079,burst_median_AC50,uM,4.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74062,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2Br,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2Br,C14H9Br,257.12,1.0,43.5247908228474,burst_median_AC50,uM,7.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74080,C=C(CCC#N)C#N,C=C(CCC#N)C#N,C6H6N2,106.13,0.0,1000.0,burst_median_AC50,uM,0.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74106,C1=CC=C(C(=C1)C(=O)C2=C(C=CC(=C2)Cl)NC(=O)CBr)F,C1=CC=C(C(=C1)C(=O)C2=C(C=CC(=C2)Cl)NC(=O)CBr)F,C15H10BrClFNO2,370.6,0.0,1000.0,burst_median_AC50,uM,0.0,55.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74126,C=CC1=CC=C(C=C1)CCl,C=CC1=CC=C(C=C1)CCl,C9H9Cl,152.62,1.0,108.126286764709,burst_median_AC50,uM,4.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74189,C1=CC=C(C=C1)COP(=O)(O)OCC2=CC=CC=C2,C1=CC=C(C=C1)COP(=O)(O)OCC2=CC=CC=C2,C14H15O4P,278.24,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74195,CC(C)(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C)(C)C,CC(C)(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C)(C)C,C20H26,266.4,1.0,1000.0,burst_median_AC50,uM,2.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74236,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C16H36BrN,322.37,1.0,21.4808183937656,burst_median_AC50,uM,4.0,77.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74266,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,C13H30O6P2,344.32,1.0,59.5204760039887,burst_median_AC50,uM,4.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74282,CCCCCCC(=O)C1=CC=CC=C1,CCCCCCC(=O)C1=CC=CC=C1,C13H18O,190.28,0.0,1000.0,burst_median_AC50,uM,0.0,72.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74309,C(CI)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C(CI)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C7H4F11I,423.99,1.0,60.0,burst_median_AC50,uM,4.0,17.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74325,CCC(=O)NC1=CC=C(C=C1)O,CCC(=O)NC1=CC=C(C=C1)O,C9H11NO2,165.19,0.0,1000.0,burst_median_AC50,uM,0.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74348,CN(C)CCOCCO,CN(C)CCOCCO,C6H15NO2,133.19,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74493,C(C(C(C(C(C=O)N)O)O)O)O.Cl,C([C@H]([C@@H]([C@@H]([C@H](C=O)N)O)O)O)O.Cl,C6H14ClNO5,215.63,0.0,1000.0,burst_median_AC50,uM,0.0,62.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74523,CCCCNC(=O)NCCCC,CCCCNC(=O)NCCCC,C9H20N2O,172.27,0.0,1000.0,burst_median_AC50,uM,0.0,66.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74563,CCCC(=O)C(=O)O,CCCC(=O)C(=O)O,C5H8O3,116.11,0.0,1000.0,burst_median_AC50,uM,0.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74651,CC1=CC=CC=C1OCC(=O)O,CC1=CC=CC=C1OCC(=O)O,C9H10O3,166.17,0.0,1000.0,burst_median_AC50,uM,0.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74695,C1=CC(=C(C(=C1)F)C#N)F,C1=CC(=C(C(=C1)F)C#N)F,C7H3F2N,139.1,0.0,1000.0,burst_median_AC50,uM,0.0,64.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74710,CC1=CC=C(O1)C(=O)O,CC1=CC=C(O1)C(=O)O,C6H6O3,126.11,0.0,1000.0,burst_median_AC50,uM,0.0,71.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74724,C[N+](C)(C)CCO.[Br-],C[N+](C)(C)CCO.[Br-],C5H14BrNO,184.07,0.0,1000.0,burst_median_AC50,uM,0.0,14.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74745,CCC[N+](CCC)(CCC)CCC.[Br-],CCC[N+](CCC)(CCC)CCC.[Br-],C12H28BrN,266.26,0.0,1000.0,burst_median_AC50,uM,0.0,66.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74791,CCCCCCCCCC#N,CCCCCCCCCC#N,C10H19N,153.26,0.0,1000.0,burst_median_AC50,uM,0.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74828,C(CCCCl)CCO,C(CCCCl)CCO,C6H13ClO,136.62,0.0,1000.0,burst_median_AC50,uM,0.0,66.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74867,CC(=O)C1=CC2=C(C=CC3=CC=CC=C32)C=C1,CC(=O)C1=CC2=C(C=CC3=CC=CC=C32)C=C1,C16H12O,220.26,1.0,29.9148323442376,burst_median_AC50,uM,7.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74879,CC1=CC(=CC(=C1C(=O)C)C)C(C)(C)C,CC1=CC(=CC(=C1C(=O)C)C)C(C)(C)C,C14H20O,204.31,1.0,28.7622675222433,burst_median_AC50,uM,14.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74883,C(CO)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C(CO)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C6H5F9O,264.09,0.0,1000.0,burst_median_AC50,uM,0.0,16.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74884,C(CI)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C(CI)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C9H4F15I,524.01,1.0,3.74165738677394,burst_median_AC50,uM,2.0,17.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74887,C(CI)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C(CI)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C6H4F9I,373.99,1.0,1000.0,burst_median_AC50,uM,1.0,84.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74888,C(CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C(CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8H4F13I,474.0,0.0,1000.0,burst_median_AC50,uM,0.0,87.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74904,CCOC1=CC=CC=C1OCC,CCOC1=CC=CC=C1OCC,C10H14O2,166.22,0.0,1000.0,burst_median_AC50,uM,0.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74937,C1=CC=C(C=C1)CCCC2=CC=NC=C2,C1=CC=C(C=C1)CCCC2=CC=NC=C2,C14H15N,197.27,1.0,23.4391415415028,burst_median_AC50,uM,15.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74978,C1CCC(CC1)(C#N)N=NC2(CCCCC2)C#N,C1CCC(CC1)(C#N)N=NC2(CCCCC2)C#N,C14H20N4,244.34,0.0,1000.0,burst_median_AC50,uM,0.0,58.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74989,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,C22H19ClO3,366.8,1.0,32.8230179392247,burst_median_AC50,uM,13.0,62.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,74990,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.Cl,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.Cl,C33H39ClN4O6,623.1,1.0,20.3763286339273,burst_median_AC50,uM,8.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75018,COC1=C(C=C2C(=C1)CCC2=O)OC,COC1=C(C=C2C(=C1)CCC2=O)OC,C11H12O3,192.21,0.0,1000.0,burst_median_AC50,uM,0.0,48.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75064,C1=CC(=C(C(=C1C=O)O)O)O,C1=CC(=C(C(=C1C=O)O)O)O,C7H6O4,154.12,1.0,32.3779265431908,burst_median_AC50,uM,15.0,56.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75066,CC(=C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CC(=C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C12H9F13O2,432.18,0.0,1000.0,burst_median_AC50,uM,0.0,87.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75146,C1=CC=C(C=C1)NC2=CC=C(C=C2)N.Cl,C1=CC=C(C=C1)NC2=CC=C(C=C2)N.Cl,C12H13ClN2,220.7,1.0,57.3306940496252,burst_median_AC50,uM,23.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75171,CN(C)CCN(C)CCO,CN(C)CCN(C)CCO,C7H18N2O,146.23,0.0,1000.0,burst_median_AC50,uM,0.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75194,C1=CC=C(C(=C1)C(=C2C=C(C(=O)C(=C2)I)I)C3=CC(=C(C(=C3)I)[O-])I)C(=O)[O-].[Na+].[Na+],C1=CC=C(C(=C1)C(=C2C=C(C(=O)C(=C2)I)I)C3=CC(=C(C(=C3)I)[O-])I)C(=O)[O-].[Na+].[Na+],C20H8I4Na2O4,865.9,1.0,37.4469042455533,burst_median_AC50,uM,7.0,63.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75227,C=CN1CCCCCC1=O,C=CN1CCCCCC1=O,C8H13NO,139.19,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75282,C=CC(=O)OCCOC(=O)C=C,C=CC(=O)OCCOC(=O)C=C,C8H10O4,170.16,1.0,33.8975017281381,burst_median_AC50,uM,12.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75360,C1=CC(=CC(=C1)C(F)(F)F)CC#N,C1=CC(=CC(=C1)C(F)(F)F)CC#N,C9H6F3N,185.15,0.0,1000.0,burst_median_AC50,uM,0.0,66.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75421,C1=CC2=C(C=CN2)C(=C1)O,C1=CC2=C(C=CN2)C(=C1)O,C8H7NO,133.15,0.0,1000.0,burst_median_AC50,uM,0.0,52.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75430,CCCCS(=O)(=O)Cl,CCCCS(=O)(=O)Cl,C4H9ClO2S,156.63,1.0,1000.0,burst_median_AC50,uM,1.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75444,CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(CC)CC)C3=CC=C(C=C3)N(CC)CC)C4=CC=CC=C14.[Cl-],CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(CC)CC)C3=CC=C(C=C3)N(CC)CC)C4=CC=CC=C14.[Cl-],C33H40ClN3,514.1,1.0,17.1130219845622,burst_median_AC50,uM,62.0,64.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75454,CC(C)(C)C1=CC=C(C=C1)S,CC(C)(C)C1=CC=C(C=C1)S,C10H14S,166.29,1.0,1000.0,burst_median_AC50,uM,1.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75472,CC1(CC(CC(N1C)(C)C)O)C,CC1(CC(CC(N1C)(C)C)O)C,C10H21NO,171.28,1.0,1000.0,burst_median_AC50,uM,1.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75494,C1=CC2=C(C=C1C3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,C1=CC2=C(C=C1C3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,C16H6O6,294.21,1.0,44.5000128461601,burst_median_AC50,uM,12.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75516,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,C26H50O4,426.7,0.0,1000.0,burst_median_AC50,uM,0.0,87.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75518,C1CCC(CC1)C2CCC(CC2)O,C1CCC(CC1)C2CCC(CC2)O,C12H22O,182.3,1.0,38.3055182744688,burst_median_AC50,uM,6.0,87.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75538,CCCCCCCCNC,CCCCCCCCNC,C9H21N,143.27,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75547,C1C2=CC=CC=C2C3=C1C=C(C=C3)O,C1C2=CC=CC=C2C3=C1C=C(C=C3)O,C13H10O,182.22,1.0,34.5189859669406,burst_median_AC50,uM,17.0,64.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75557,C1=CC=C(C=C1)COC(=O)N=NC(=O)OCC2=CC=CC=C2,C1=CC=C(C=C1)COC(=O)N=NC(=O)OCC2=CC=CC=C2,C16H14N2O4,298.29,1.0,1000.0,burst_median_AC50,uM,2.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75575,C1=CC=C(C(=C1)CC2=CC=CC=C2O)O,C1=CC=C(C(=C1)CC2=CC=CC=C2O)O,C13H12O2,200.23,1.0,43.5931221335194,burst_median_AC50,uM,19.0,79.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75576,C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,C13H12O2,200.23,1.0,16.5909355568414,burst_median_AC50,uM,7.0,80.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,75588,C=CC(=O)OCCCCO,C=CC(=O)OCCCCO,C7H12O3,144.17,1.0,50.9363634119666,burst_median_AC50,uM,8.0,64.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
